ANO;MÊS;MERCADO;RPK
2001;1;SBBHSBSP;887040
2001;1;SBBHSBSV;743280
2001;1;SBBRSBGL;1172660
2001;1;SBBRSBSP;2845110
2001;1;SBBRSBSV;1144680
2001;1;SBFLSBGL;0
2001;1;SBFLSBPA;1188820
2001;1;SBFLSBSP;2937760
2001;1;SBBRSBGL;1960530
2001;1;SBFLSBGL;0
2001;1;SBGLSBPA;0
2001;1;SBGLSBSP;2606760
2001;1;SBGLSBSV;756378
2001;1;SBBRSBGR;0
2001;1;SBGRSBSP;0
2001;1;SBFLSBPA;1264330
2001;1;SBGLSBPA;0
2001;1;SBPASBSP;0
2001;1;SBBHSBSP;859320
2001;1;SBBRSBSP;2486300
2001;1;SBFLSBSP;2892860
2001;1;SBGLSBSP;0
2001;1;SBGLSBSP;3033360
2001;1;SBPASBSP;0
2001;1;SBSPSBSV;100640
2001;1;SBBHSBSV;795114
2001;1;SBBRSBSV;1304170
2001;1;SBGLSBSV;1369030
2001;1;SBSPSBSV;0
2001;1;SBSPSBSV;14800
2001;2;SBBHSBSP;2493290
2001;2;SBBHSBSV;3404420
2001;2;SBBRSBGL;5491310
2001;2;SBBRSBSP;5989650
2001;2;SBBRSBSV;3753020
2001;2;SBFLSBGL;0
2001;2;SBFLSBPA;2595090
2001;2;SBFLSBSP;6111220
2001;2;SBBRSBGL;5661320
2001;2;SBFLSBGL;0
2001;2;SBGLSBGR;45832
2001;2;SBGLSBPA;0
2001;2;SBGLSBSP;4568040
2001;2;SBGLSBSV;2337340
2001;2;SBFLSBGR;45835
2001;2;SBGRSBPA;0
2001;2;SBFLSBPA;2942840
2001;2;SBGLSBPA;0
2001;2;SBPASBSP;0
2001;2;SBBHSBSP;3122780
2001;2;SBBRSBSP;5515610
2001;2;SBFLSBSP;6320090
2001;2;SBGLSBSP;5637240
2001;2;SBPASBSP;0
2001;2;SBSPSBSV;0
2001;2;SBBHSBSV;1971650
2001;2;SBBRSBSV;2217740
2001;2;SBGLSBSV;2389720
2001;2;SBSPSBSV;0
2001;3;SBBHSBSP;3408550
2001;3;SBBHSBSV;2110520
2001;3;SBBRSBGL;0
2001;3;SBBRSBGL;6064390
2001;3;SBBRSBSP;6296950
2001;3;SBBRSBSV;0
2001;3;SBBRSBSV;1976870
2001;3;SBFLSBGL;0
2001;3;SBFLSBPA;2624850
2001;3;SBFLSBSP;7681610
2001;3;SBBRSBGL;6769080
2001;3;SBFLSBGL;0
2001;3;SBGLSBPA;0
2001;3;SBGLSBSP;5152320
2001;3;SBGLSBSV;1207040
2001;3;SBFLSBPA;3017620
2001;3;SBGLSBPA;0
2001;3;SBPASBSP;0
2001;3;SBBHSBSP;2880360
2001;3;SBBRSBSP;5793230
2001;3;SBFLSBSP;7042330
2001;3;SBGLSBSP;0
2001;3;SBGLSBSP;6005880
2001;3;SBPASBSP;0
2001;3;SBSPSBSV;0
2001;3;SBBHSBSV;3818110
2001;3;SBBRSBSV;3288640
2001;3;SBGLSBSV;0
2001;3;SBGLSBSV;2554150
2001;3;SBSPSBSV;0
2001;4;SBBHSBSP;67536
2001;4;SBBHSBSP;1171300
2001;4;SBBHSBSV;51834
2001;4;SBBHSBSV;1845490
2001;4;SBBRSBGL;5377980
2001;4;SBBRSBSP;6083060
2001;4;SBBRSBSV;3181220
2001;4;SBFLSBGL;0
2001;4;SBFLSBPA;2827040
2001;4;SBFLSBSP;7020860
2001;4;SBBRSBGL;5147650
2001;4;SBFLSBGL;0
2001;4;SBGLSBPA;0
2001;4;SBGLSBSP;4562640
2001;4;SBGLSBSV;1281340
2001;4;SBFLSBPA;2730120
2001;4;SBGLSBPA;0
2001;4;SBPASBSP;0
2001;4;SBBHSBSP;1504940
2001;4;SBBRSBSP;6067350
2001;4;SBFLSBSP;7213620
2001;4;SBGLSBSP;5415840
2001;4;SBPASBSP;0
2001;4;SBSPSBSV;0
2001;4;SBBHSBSV;132030
2001;4;SBBHSBSV;1336930
2001;4;SBBRSBSV;2581220
2001;4;SBGLSBSV;873306
2001;4;SBSPSBSV;0
2001;4;SBSPSBSV;0
2001;5;SBBHSBBR;14640
2001;5;SBBHSBBR;218990
2001;5;SBBHSBRF;0
2001;5;SBBHSBSP;2844580
2001;5;SBBHSBSV;3776060
2001;5;SBBHSBBR;46360
2001;5;SBBHSBBR;298290
2001;5;SBBRSBCT;0
2001;5;SBBRSBCT;0
2001;5;SBBRSBFL;0
2001;5;SBBRSBGL;5275610
2001;5;SBBRSBKP;0
2001;5;SBBRSBPA;0
2001;5;SBBRSBPA;0
2001;5;SBBRSBRF;34734
2001;5;SBBRSBSP;139680
2001;5;SBBRSBSP;4756100
2001;5;SBBRSBSV;148645
2001;5;SBBRSBSV;2307800
2001;5;SBBHSBCT;0
2001;5;SBBRSBCT;0
2001;5;SBBRSBCT;0
2001;5;SBCTSBGL;0
2001;5;SBCTSBPA;86508
2001;5;SBCTSBPA;343362
2001;5;SBCTSBSP;46340
2001;5;SBCTSBSP;654056
2001;5;SBCTSBSV;0
2001;5;SBCTSBSV;0
2001;5;SBBRSBFL;0
2001;5;SBFLSBGL;0
2001;5;SBFLSBPA;2320660
2001;5;SBFLSBRF;0
2001;5;SBFLSBSP;4208510
2001;5;SBFLSBSV;0
2001;5;SBBHSBGL;13817
2001;5;SBBHSBGL;80206
2001;5;SBBRSBGL;5737180
2001;5;SBCTSBGL;0
2001;5;SBFLSBGL;0
2001;5;SBGLSBKP;513420
2001;5;SBGLSBPA;0
2001;5;SBGLSBRF;0
2001;5;SBGLSBSP;4495680
2001;5;SBGLSBSV;2407990
2001;5;SBGRSBKP;0
2001;5;SBGRSBSP;0
2001;5;SBBRSBKP;0
2001;5;SBGLSBKP;456506
2001;5;SBKPSBSP;0
2001;5;SBBHSBPA;0
2001;5;SBBRSBPA;0
2001;5;SBBRSBPA;0
2001;5;SBCTSBPA;31506
2001;5;SBCTSBPA;326808
2001;5;SBFLSBPA;2325020
2001;5;SBGLSBPA;0
2001;5;SBPASBRF;0
2001;5;SBPASBSP;0
2001;5;SBPASBSP;0
2001;5;SBPASBSV;0
2001;5;SBBHSBRF;0
2001;5;SBGLSBRF;0
2001;5;SBGLSBRF;0
2001;5;SBRFSBRF;0
2001;5;SBRFSBSP;0
2001;5;SBRFSBSP;0
2001;5;SBRFSBSV;2341590
2001;5;SBBHSBSP;3037610
2001;5;SBBRSBSP;169362
2001;5;SBBRSBSP;4536980
2001;5;SBCTSBSP;67855
2001;5;SBCTSBSP;525959
2001;5;SBFLSBSP;4002580
2001;5;SBGLSBSP;4148640
2001;5;SBPASBSP;0
2001;5;SBPASBSP;0
2001;5;SBRFSBSP;0
2001;5;SBSPSBSV;0
2001;5;SBSPSBSV;0
2001;5;SBBHSBSV;3091460
2001;5;SBBRSBSV;92225
2001;5;SBBRSBSV;2173260
2001;5;SBCTSBSV;0
2001;5;SBCTSBSV;0
2001;5;SBGLSBSV;0
2001;5;SBGLSBSV;3192380
2001;5;SBPASBSV;0
2001;5;SBPASBSV;0
2001;5;SBRFSBSV;2667390
2001;5;SBSPSBSV;0
2001;5;SBSPSBSV;0
2001;6;SBBHSBBR;28060
2001;6;SBBHSBBR;1493280
2001;6;SBBHSBRF;0
2001;6;SBBHSBSP;127512
2001;6;SBBHSBSP;3756820
2001;6;SBBHSBSV;198534
2001;6;SBBHSBSV;5717390
2001;6;SBBHSBBR;2091690
2001;6;SBBRSBCT;0
2001;6;SBBRSBFL;0
2001;6;SBBRSBGL;6093640
2001;6;SBBRSBKP;0
2001;6;SBBRSBPA;0
2001;6;SBBRSBSP;73332
2001;6;SBBRSBSP;6055130
2001;6;SBBRSBSV;2714670
2001;6;SBBHSBCT;0
2001;6;SBBRSBCT;0
2001;6;SBCTSBFL;14514
2001;6;SBCTSBGL;0
2001;6;SBCTSBPA;2820050
2001;6;SBCTSBSP;3847880
2001;6;SBCTSBSV;0
2001;6;SBBRSBFL;0
2001;6;SBFLSBGL;0
2001;6;SBFLSBPA;2694190
2001;6;SBFLSBRF;0
2001;6;SBFLSBSP;4639900
2001;6;SBFLSBSV;0
2001;6;SBBHSBGL;527068
2001;6;SBBRSBGL;6171330
2001;6;SBCTSBGL;0
2001;6;SBFLSBGL;0
2001;6;SBGLSBKP;651526
2001;6;SBGLSBPA;0
2001;6;SBGLSBRF;0
2001;6;SBGLSBSP;6386400
2001;6;SBGLSBSV;5075410
2001;6;SBBRSBKP;0
2001;6;SBGLSBKP;512624
2001;6;SBBHSBPA;0
2001;6;SBBRSBPA;0
2001;6;SBCTSBPA;1526710
2001;6;SBFLSBPA;2680390
2001;6;SBGLSBPA;0
2001;6;SBPASBRF;0
2001;6;SBPASBSP;46928
2001;6;SBPASBSV;0
2001;6;SBBHSBRF;0
2001;6;SBGLSBRF;0
2001;6;SBRFSBSP;0
2001;6;SBRFSBSV;3470850
2001;6;SBBHSBSP;53928
2001;6;SBBHSBSP;4723490
2001;6;SBBRSBSP;5918940
2001;6;SBCTSBSP;3750560
2001;6;SBFLSBSP;4656980
2001;6;SBGLSBSP;5885280
2001;6;SBPASBSP;0
2001;6;SBRFSBSP;0
2001;6;SBSPSBSV;0
2001;6;SBSPSBSV;0
2001;6;SBBHSBSV;185820
2001;6;SBBHSBSV;5463110
2001;6;SBBRSBSV;2756980
2001;6;SBCTSBSV;0
2001;6;SBGLSBSV;4767250
2001;6;SBPASBSV;0
2001;6;SBRFSBSV;4517040
2001;6;SBSPSBSV;0
2001;6;SBSPSBSV;0
2001;7;SBBHSBBR;2048380
2001;7;SBBHSBRF;0
2001;7;SBBHSBSP;4818240
2001;7;SBBHSBSV;6145750
2001;7;SBBHSBBR;2795630
2001;7;SBBRSBCT;0
2001;7;SBBRSBFL;0
2001;7;SBBRSBGL;8154710
2001;7;SBBRSBKP;0
2001;7;SBBRSBPA;0
2001;7;SBBRSBSP;8922930
2001;7;SBBRSBSV;3968930
2001;7;SBBHSBCT;0
2001;7;SBBRSBCT;0
2001;7;SBCTSBGL;0
2001;7;SBCTSBPA;3159140
2001;7;SBCTSBSP;4975590
2001;7;SBCTSBSV;0
2001;7;SBBRSBFL;0
2001;7;SBFLSBGL;0
2001;7;SBFLSBPA;3477180
2001;7;SBFLSBRF;0
2001;7;SBFLSBSP;5671050
2001;7;SBFLSBSV;0
2001;7;SBFZSBSP;1188870
2001;7;SBBHSBGL;978648
2001;7;SBBRSBGL;9251510
2001;7;SBCTSBGL;0
2001;7;SBFLSBGL;0
2001;7;SBGLSBKP;1119970
2001;7;SBGLSBPA;0
2001;7;SBGLSBRF;0
2001;7;SBGLSBSP;7026480
2001;7;SBGLSBSV;5368940
2001;7;SBBRSBKP;0
2001;7;SBGLSBKP;906644
2001;7;SBFZSBNT;203112
2001;7;SBBHSBPA;0
2001;7;SBBRSBPA;0
2001;7;SBCTSBPA;2394990
2001;7;SBFLSBPA;3452860
2001;7;SBGLSBPA;0
2001;7;SBPASBRF;0
2001;7;SBPASBSP;0
2001;7;SBPASBSV;0
2001;7;SBBHSBRF;0
2001;7;SBGLSBRF;0
2001;7;SBRFSBSP;0
2001;7;SBRFSBSV;3528610
2001;7;SBBHSBSP;5594900
2001;7;SBBRSBSP;7975730
2001;7;SBCTSBSP;4707150
2001;7;SBFLSBSP;5820380
2001;7;SBFZSBSP;0
2001;7;SBGLSBSP;6865560
2001;7;SBNTSBSP;1260990
2001;7;SBPASBSP;28492
2001;7;SBRFSBSP;0
2001;7;SBSPSBSV;0
2001;7;SBBHSBSV;6111520
2001;7;SBBRSBSV;3906000
2001;7;SBCTSBSV;0
2001;7;SBGLSBSV;5036430
2001;7;SBPASBSV;0
2001;7;SBRFSBSV;4818820
2001;7;SBSPSBSV;0
2001;8;SBBHSBBR;1856840
2001;8;SBBHSBRF;0
2001;8;SBBHSBSP;4790020
2001;8;SBBHSBSV;6124240
2001;8;SBBHSBBR;2332030
2001;8;SBBRSBCT;0
2001;8;SBBRSBFL;0
2001;8;SBBRSBGL;6737090
2001;8;SBBRSBKP;0
2001;8;SBBRSBPA;0
2001;8;SBBRSBSP;7956520
2001;8;SBBRSBSV;3457900
2001;8;SBBHSBCT;0
2001;8;SBBRSBCT;0
2001;8;SBCTSBGL;0
2001;8;SBCTSBPA;3091330
2001;8;SBCTSBSP;4596600
2001;8;SBCTSBSV;0
2001;8;SBBRSBFL;0
2001;8;SBFLSBFL;0
2001;8;SBFLSBGL;0
2001;8;SBFLSBPA;49368
2001;8;SBFLSBPA;3542880
2001;8;SBFLSBRF;0
2001;8;SBFLSBSP;5291870
2001;8;SBFLSBSV;0
2001;8;SBFZSBNT;17794
2001;8;SBFZSBSP;481719
2001;8;SBBHSBGL;1103000
2001;8;SBBRSBGL;8503860
2001;8;SBCTSBGL;0
2001;8;SBFLSBGL;0
2001;8;SBGLSBGR;0
2001;8;SBGLSBKP;969528
2001;8;SBGLSBPA;0
2001;8;SBGLSBRF;0
2001;8;SBGLSBSP;7170840
2001;8;SBGLSBSV;5206950
2001;8;SBGLSBTC;0
2001;8;SBGLSBTC;118692
2001;8;SBGLSBGR;0
2001;8;SBBRSBKP;0
2001;8;SBFZSBKP;0
2001;8;SBGLSBKP;1001770
2001;8;SBKPSBNT;272391
2001;8;SBFZSBNT;118916
2001;8;SBNTSBSP;674538
2001;8;SBBHSBPA;0
2001;8;SBBRSBPA;0
2001;8;SBCTSBPA;2809370
2001;8;SBFLSBPA;0
2001;8;SBFLSBPA;3571190
2001;8;SBGLSBPA;0
2001;8;SBPASBRF;0
2001;8;SBPASBSP;37710
2001;8;SBPASBSV;0
2001;8;SBBHSBRF;0
2001;8;SBGLSBRF;0
2001;8;SBRFSBSP;0
2001;8;SBRFSBSV;3866740
2001;8;SBBHSBSP;4996660
2001;8;SBBRSBSP;7022410
2001;8;SBCTSBSP;4353310
2001;8;SBFLSBSP;5469990
2001;8;SBFZSBSP;339339
2001;8;SBGLSBSP;0
2001;8;SBGLSBSP;7144920
2001;8;SBKPSBSP;9996
2001;8;SBNTSBSP;352336
2001;8;SBPASBSP;139108
2001;8;SBRFSBSP;0
2001;8;SBSPSBSV;0
2001;8;SBBHSBSV;6276800
2001;8;SBBRSBSV;3489360
2001;8;SBCTSBSV;0
2001;8;SBGLSBSV;5412790
2001;8;SBPASBSV;0
2001;8;SBRFSBSV;5060900
2001;8;SBSPSBSV;0
2001;8;SBGLSBTC;0
2001;9;SBBESBBR;372372
2001;9;SBBESBCT;0
2001;9;SBBESBKP;0
2001;9;SBBESBSP;0
2001;9;SBBHSBBR;0
2001;9;SBBHSBBR;1441430
2001;9;SBBHSBCF;0
2001;9;SBBHSBCT;0
2001;9;SBBHSBGL;357894
2001;9;SBBHSBKP;0
2001;9;SBBHSBRF;0
2001;9;SBBHSBSP;87696
2001;9;SBBHSBSP;3395950
2001;9;SBBHSBSV;4295380
2001;9;SBBESBBR;282100
2001;9;SBBHSBBR;192760
2001;9;SBBHSBBR;2222230
2001;9;SBBRSBCT;0
2001;9;SBBRSBFL;0
2001;9;SBBRSBGL;60324
2001;9;SBBRSBGL;5980300
2001;9;SBBRSBGR;213750
2001;9;SBBRSBKP;0
2001;9;SBBRSBKP;98154
2001;9;SBBRSBPA;0
2001;9;SBBRSBSP;7048600
2001;9;SBBRSBSV;3017380
2001;9;SBBHSBCF;0
2001;9;SBBHSBCF;2650
2001;9;SBCFSBRF;0
2001;9;SBCFSBSP;69168
2001;9;SBCFSBSV;123711
2001;9;SBCFSBSV;123711
2001;9;SBBHSBCT;0
2001;9;SBBRSBCT;0
2001;9;SBCFSBCT;0
2001;9;SBCTSBGL;400435
2001;9;SBCTSBKP;110982
2001;9;SBCTSBPA;2989870
2001;9;SBCTSBSP;3548980
2001;9;SBCTSBSV;0
2001;9;SBBRSBFL;0
2001;9;SBFLSBGL;0
2001;9;SBFLSBGR;87550
2001;9;SBFLSBPA;3088400
2001;9;SBFLSBRF;0
2001;9;SBFLSBSP;4608180
2001;9;SBFLSBSV;0
2001;9;SBFZSBNT;138012
2001;9;SBFZSBSP;170856
2001;9;SBBHSBGL;701634
2001;9;SBBRSBGL;85916
2001;9;SBBRSBGL;7560610
2001;9;SBCTSBGL;340538
2001;9;SBFLSBGL;0
2001;9;SBGLSBGR;76836
2001;9;SBGLSBKP;21094
2001;9;SBGLSBKP;726350
2001;9;SBGLSBPA;0
2001;9;SBGLSBRF;0
2001;9;SBGLSBSP;0
2001;9;SBGLSBSP;144720
2001;9;SBGLSBSP;7043760
2001;9;SBGLSBSV;5265410
2001;9;SBBRSBGR;0
2001;9;SBFLSBGR;0
2001;9;SBGLSBGR;0
2001;9;SBGLSBGR;0
2001;9;SBGRSBPA;0
2001;9;SBGRSBSP;0
2001;9;SBGRSBSP;6832
2001;9;SBBHSBKP;0
2001;9;SBBRSBKP;0
2001;9;SBBRSBKP;0
2001;9;SBCTSBKP;233481
2001;9;SBFZSBKP;724630
2001;9;SBGLSBKP;28656
2001;9;SBGLSBKP;893510
2001;9;SBKPSBNT;272391
2001;9;SBKPSBPS;640010
2001;9;SBKPSBSP;17472
2001;9;SBKPSBSV;0
2001;9;SBFZSBNT;26474
2001;9;SBNTSBSP;901702
2001;9;SBBHSBPA;0
2001;9;SBBRSBPA;0
2001;9;SBCFSBPA;0
2001;9;SBCTSBPA;2787480
2001;9;SBFLSBPA;2969700
2001;9;SBGLSBPA;0
2001;9;SBGRSBPA;0
2001;9;SBKPSBPA;0
2001;9;SBPASBRF;0
2001;9;SBPASBSP;0
2001;9;SBPASBSV;0
2001;9;SBKPSBPS;0
2001;9;SBPSSBSP;622696
2001;9;SBBHSBRF;0
2001;9;SBGLSBRF;0
2001;9;SBGRSBRF;0
2001;9;SBRFSBSP;0
2001;9;SBRFSBSV;3101570
2001;9;SBBHSBSP;37800
2001;9;SBBHSBSP;4070300
2001;9;SBBRSBSP;0
2001;9;SBBRSBSP;6139810
2001;9;SBCFSBSP;106896
2001;9;SBCFSBSP;66548
2001;9;SBCTSBSP;0
2001;9;SBCTSBSP;3672110
2001;9;SBFLSBSP;5102040
2001;9;SBFZSBSP;448497
2001;9;SBGLSBSP;0
2001;9;SBGLSBSP;132120
2001;9;SBGLSBSP;6629040
2001;9;SBGRSBSP;0
2001;9;SBKPSBSP;60144
2001;9;SBNTSBSP;0
2001;9;SBPASBSP;31844
2001;9;SBPSSBSP;246156
2001;9;SBRFSBSP;0
2001;9;SBRFSBSP;0
2001;9;SBSPSBSV;0
2001;9;SBSPSBSV;0
2001;9;SBBHSBSV;4666040
2001;9;SBBRSBSV;3368920
2001;9;SBCFSBSV;119875
2001;9;SBCTSBSV;0
2001;9;SBGLSBSV;4958480
2001;9;SBGRSBSV;0
2001;9;SBPASBSV;0
2001;9;SBRFSBSV;60357
2001;9;SBRFSBSV;4341810
2001;9;SBSPSBSV;0
2001;10;SBBESBBR;2559860
2001;10;SBBESBCT;0
2001;10;SBBESBSP;0
2001;10;SBBHSBBR;1937970
2001;10;SBBHSBCT;0
2001;10;SBBHSBGL;689165
2001;10;SBBHSBKP;0
2001;10;SBBHSBRF;0
2001;10;SBBHSBSP;2999300
2001;10;SBBHSBSV;2978990
2001;10;SBBHSBSV;2196590
2001;10;SBBESBBR;2675920
2001;10;SBBHSBBR;2483310
2001;10;SBBRSBCT;0
2001;10;SBBRSBFL;0
2001;10;SBBRSBGL;1615040
2001;10;SBBRSBGL;4733610
2001;10;SBBRSBPA;0
2001;10;SBBRSBSP;7312250
2001;10;SBBRSBSV;2184100
2001;10;SBBHSBCT;0
2001;10;SBBRSBCT;0
2001;10;SBCTSBGL;1457040
2001;10;SBCTSBKP;402397
2001;10;SBCTSBPA;2853160
2001;10;SBCTSBSP;3041890
2001;10;SBCTSBSV;0
2001;10;SBBRSBFL;0
2001;10;SBFLSBGL;0
2001;10;SBFLSBPA;2340620
2001;10;SBFLSBRF;0
2001;10;SBFLSBSP;4267560
2001;10;SBFLSBSV;0
2001;10;SBBHSBGL;642996
2001;10;SBBRSBGL;1564770
2001;10;SBBRSBGL;5417280
2001;10;SBCTSBGL;1200630
2001;10;SBFLSBGL;0
2001;10;SBGLSBKP;806746
2001;10;SBGLSBPA;0
2001;10;SBGLSBRF;0
2001;10;SBGLSBSP;6738840
2001;10;SBGLSBSV;5185030
2001;10;SBBRSBKP;0
2001;10;SBCTSBKP;362262
2001;10;SBGLSBKP;880774
2001;10;SBBHSBPA;0
2001;10;SBBRSBPA;0
2001;10;SBCTSBPA;2723400
2001;10;SBFLSBPA;2517400
2001;10;SBGLSBPA;0
2001;10;SBPASBRF;0
2001;10;SBPASBSP;0
2001;10;SBPASBSV;0
2001;10;SBBHSBRF;0
2001;10;SBGLSBRF;0
2001;10;SBRFSBSP;0
2001;10;SBRFSBSV;3372200
2001;10;SBBHSBSP;1377940
2001;10;SBBHSBSP;2472120
2001;10;SBBRSBSP;6021950
2001;10;SBCTSBSP;3130930
2001;10;SBFLSBSP;4245600
2001;10;SBGLSBSP;6406560
2001;10;SBKPSBSP;11508
2001;10;SBPASBSP;0
2001;10;SBRFSBSP;0
2001;10;SBRFSBSP;0
2001;10;SBSPSBSV;0
2001;10;SBSPSBSV;0
2001;10;SBBHSBSV;4244520
2001;10;SBBRSBSV;2855720
2001;10;SBCTSBSV;0
2001;10;SBGLSBSV;4973090
2001;10;SBPASBSV;0
2001;10;SBRFSBSV;1156520
2001;10;SBRFSBSV;1827580
2001;10;SBSPSBSV;0
2001;11;SBBESBBR;3872020
2001;11;SBBESBCT;0
2001;11;SBBESBSP;0
2001;11;SBBHSBBR;2242360
2001;11;SBBHSBCF;0
2001;11;SBBHSBCT;0
2001;11;SBBHSBGL;461016
2001;11;SBBHSBGR;0
2001;11;SBBHSBKP;0
2001;11;SBBHSBRF;0
2001;11;SBBHSBRJ;15400
2001;11;SBBHSBRJ;6300
2001;11;SBBHSBSP;0
2001;11;SBBHSBSP;3888860
2001;11;SBBHSBSV;2896840
2001;11;SBBHSBSV;2331550
2001;11;SBBHSBVT;13475
2001;11;SBBHSBVT;555940
2001;11;SBBESBBR;3467410
2001;11;SBBHSBBR;2563830
2001;11;SBBRSBCF;0
2001;11;SBBRSBCT;0
2001;11;SBBRSBCT;0
2001;11;SBBRSBFL;0
2001;11;SBBRSBGL;1740260
2001;11;SBBRSBGL;5715240
2001;11;SBBRSBGR;0
2001;11;SBBRSBKP;0
2001;11;SBBRSBPA;0
2001;11;SBBRSBRJ;248704
2001;11;SBBRSBRJ;0
2001;11;SBBRSBSP;37539
2001;11;SBBRSBSP;7907630
2001;11;SBBRSBSV;2907800
2001;11;SBBRSBVT;0
2001;11;SBBRSBVT;0
2001;11;SBBHSBCF;0
2001;11;SBBRSBCF;0
2001;11;SBCFSBCF;0
2001;11;SBCFSBGL;0
2001;11;SBCFSBSP;50304
2001;11;SBCFSBSV;0
2001;11;SBCFSBVT;0
2001;11;SBBHSBCT;0
2001;11;SBBRSBCT;0
2001;11;SBCTSBFL;0
2001;11;SBCTSBGL;1119200
2001;11;SBCTSBKP;13262
2001;11;SBCTSBKP;418102
2001;11;SBCTSBPA;2477230
2001;11;SBCTSBRJ;0
2001;11;SBCTSBSP;2555320
2001;11;SBCTSBSV;0
2001;11;SBCTSBSV;0
2001;11;SBCTSBVT;0
2001;11;SBBRSBFL;0
2001;11;SBFLSBGL;0
2001;11;SBFLSBGR;0
2001;11;SBFLSBPA;0
2001;11;SBFLSBPA;2318840
2001;11;SBFLSBRF;0
2001;11;SBFLSBSP;4266100
2001;11;SBFLSBSV;0
2001;11;SBBHSBGL;520328
2001;11;SBBRSBGL;1595840
2001;11;SBBRSBGL;6314830
2001;11;SBCFSBGL;0
2001;11;SBCTSBGL;0
2001;11;SBCTSBGL;1302260
2001;11;SBFLSBGL;0
2001;11;SBFLSBGL;0
2001;11;SBGLSBGL;0
2001;11;SBGLSBGR;0
2001;11;SBGLSBKP;798786
2001;11;SBGLSBPA;0
2001;11;SBGLSBPA;0
2001;11;SBGLSBRF;0
2001;11;SBGLSBRF;0
2001;11;SBGLSBRJ;0
2001;11;SBGLSBSP;52560
2001;11;SBGLSBSP;6313320
2001;11;SBGLSBSV;227766
2001;11;SBGLSBSV;5649080
2001;11;SBGLSBVT;49206
2001;11;SBBRSBGR;18810
2001;11;SBCTSBGR;0
2001;11;SBFLSBGR;0
2001;11;SBGLSBGR;0
2001;11;SBGRSBGR;0
2001;11;SBGRSBPA;0
2001;11;SBGRSBPS;0
2001;11;SBGRSBSP;0
2001;11;SBBRSBKP;0
2001;11;SBBRSBKP;0
2001;11;SBCTSBKP;35598
2001;11;SBCTSBKP;287576
2001;11;SBGLSBKP;840974
2001;11;SBKPSBPS;318890
2001;11;SBKPSBRJ;41921
2001;11;SBKPSBSV;0
2001;11;SBKPSBVT;0
2001;11;SBBHSBPA;0
2001;11;SBBRSBPA;0
2001;11;SBCTSBPA;1921870
2001;11;SBFLSBPA;2475300
2001;11;SBGLSBPA;0
2001;11;SBPASBRF;0
2001;11;SBPASBSP;0
2001;11;SBPASBSV;0
2001;11;SBGRSBPS;0
2001;11;SBGRSBPS;0
2001;11;SBPSSBSP;0
2001;11;SBBHSBRF;0
2001;11;SBGLSBRF;0
2001;11;SBGLSBRF;0
2001;11;SBGRSBRF;0
2001;11;SBRFSBSP;0
2001;11;SBRFSBSP;0
2001;11;SBRFSBSV;29854
2001;11;SBRFSBSV;3623370
2001;11;SBBHSBRJ;44100
2001;11;SBBHSBRJ;0
2001;11;SBBRSBRJ;107648
2001;11;SBCTSBRJ;0
2001;11;SBGLSBRJ;0
2001;11;SBKPSBRJ;94831
2001;11;SBRJSBRJ;0
2001;11;SBRJSBSP;0
2001;11;SBRJSBSV;0
2001;11;SBRJSBVT;46398
2001;11;SBRJSBVT;12540
2001;11;SBBHSBSP;1362310
2001;11;SBBHSBSP;2478170
2001;11;SBBRSBSP;6636550
2001;11;SBCFSBSP;0
2001;11;SBCTSBSP;0
2001;11;SBCTSBSP;3017400
2001;11;SBFLSBSP;4160200
2001;11;SBGLSBSP;63360
2001;11;SBGLSBSP;7064280
2001;11;SBGRSBSP;0
2001;11;SBKPSBSP;24024
2001;11;SBPASBSP;0
2001;11;SBPSSBSP;146120
2001;11;SBRFSBSP;0
2001;11;SBRFSBSP;0
2001;11;SBSPSBSV;0
2001;11;SBSPSBSV;0
2001;11;SBBHSBSV;4566280
2001;11;SBBRSBSV;2739620
2001;11;SBCFSBSV;0
2001;11;SBCTSBSV;0
2001;11;SBGLSBSV;42630
2001;11;SBGLSBSV;5752610
2001;11;SBPASBSV;0
2001;11;SBRFSBSV;1365500
2001;11;SBRFSBSV;2187130
2001;11;SBRJSBSV;0
2001;11;SBSPSBSV;0
2001;11;SBSPSBSV;0
2001;11;SBSVSBSV;0
2001;11;SBSVSBVT;4220
2001;11;SBBHSBVT;2310
2001;11;SBBHSBVT;845845
2001;11;SBCFSBVT;0
2001;11;SBRJSBVT;22572
2001;11;SBRJSBVT;8778
2001;11;SBSVSBVT;76804
2001;12;SBBESBBR;5345390
2001;12;SBBESBCT;0
2001;12;SBBESBMQ;83566
2001;12;SBBESBSP;0
2001;12;SBBHSBBR;2483310
2001;12;SBBHSBGR;0
2001;12;SBBHSBRF;118698
2001;12;SBBHSBRJ;893550
2001;12;SBBHSBSP;0
2001;12;SBBHSBSP;3669120
2001;12;SBBHSBSV;157458
2001;12;SBBHSBSV;2828380
2001;12;SBBHSBVT;323785
2001;12;SBBHSBVT;1085700
2001;12;SBBESBBR;5214820
2001;12;SBBHSBBR;0
2001;12;SBBHSBBR;2593720
2001;12;SBBRSBBR;0
2001;12;SBBRSBCF;0
2001;12;SBBRSBCT;0
2001;12;SBBRSBCT;0
2001;12;SBBRSBFL;0
2001;12;SBBRSBGL;87744
2001;12;SBBRSBGL;5315820
